DATETIME,MARKET,SUBMARKET,VENDOR,QCI,KPI,Value
9/28/2020,Tennessee/Kentucky,Knoxville,E,QCI 8,DL Throughput 10th Percentile,7994.975631
9/28/2020,Tennessee/Kentucky,Knoxville,E,QCI 9,DL Throughput 10th Percentile,6756.456625
9/28/2020,Tennessee/Kentucky,Lexington,E,QCI 6+7+8+9,DL Throughput 10th Percentile,4293.069518
9/28/2020,Tennessee/Kentucky,Lexington,E,QCI 6,DL Throughput 10th Percentile,7112.275591
9/28/2020,Tennessee/Kentucky,Lexington,E,QCI 7,DL Throughput 10th Percentile,5148.613445
9/28/2020,Tennessee/Kentucky,Lexington,E,QCI 8,DL Throughput 10th Percentile,4026.400184
9/28/2020,Tennessee/Kentucky,Lexington,E,QCI 9,DL Throughput 10th Percentile,3957.820321
9/28/2020,Tennessee/Kentucky,Louisville,E,QCI 6+7+8+9,DL Throughput 10th Percentile,4691.285485
9/28/2020,Tennessee/Kentucky,Louisville,E,QCI 6,DL Throughput 10th Percentile,9039.856716
9/28/2020,Tennessee/Kentucky,Louisville,E,QCI 7,DL Throughput 10th Percentile,5179.553583
9/28/2020,Tennessee/Kentucky,Louisville,E,QCI 8,DL Throughput 10th Percentile,4515.856896
9/28/2020,Tennessee/Kentucky,Louisville,E,QCI 9,DL Throughput 10th Percentile,4221.043186
9/28/2020,Tennessee/Kentucky,Memphis,E,QCI 6+7+8+9,DL Throughput 10th Percentile,2693.269866
9/28/2020,Tennessee/Kentucky,Memphis,E,QCI 6,DL Throughput 10th Percentile,6174.490292
9/28/2020,Tennessee/Kentucky,Memphis,E,QCI 7,DL Throughput 10th Percentile,3311.367837
9/28/2020,Tennessee/Kentucky,Memphis,E,QCI 8,DL Throughput 10th Percentile,2671.036779
9/28/2020,Tennessee/Kentucky,Memphis,E,QCI 9,DL Throughput 10th Percentile,2400.598539
9/28/2020,Tennessee/Kentucky,Nashville,E,QCI 6+7+8+9,DL Throughput 10th Percentile,3908.207473
9/28/2020,Tennessee/Kentucky,Nashville,E,QCI 6,DL Throughput 10th Percentile,8219.595761
9/28/2020,Tennessee/Kentucky,Nashville,E,QCI 7,DL Throughput 10th Percentile,4734.451231
9/28/2020,Tennessee/Kentucky,Nashville,E,QCI 8,DL Throughput 10th Percentile,4089.12032
9/28/2020,Tennessee/Kentucky,Nashville,E,QCI 9,DL Throughput 10th Percentile,3348.095258
9/28/2020,VA/WV/NC,Asheville,E,QCI 6+7+8+9,DL Throughput 10th Percentile,3607.279457
9/28/2020,VA/WV/NC,Asheville,E,QCI 6,DL Throughput 10th Percentile,4630.299728
9/28/2020,VA/WV/NC,Asheville,E,QCI 7,DL Throughput 10th Percentile,4000.198126
9/28/2020,VA/WV/NC,Asheville,E,QCI 8,DL Throughput 10th Percentile,3302.597724
9/28/2020,VA/WV/NC,Asheville,E,QCI 9,DL Throughput 10th Percentile,3441.690912
9/28/2020,VA/WV/NC,Charlotte,E,QCI 6+7+8+9,DL Throughput 10th Percentile,8129.924415
9/28/2020,VA/WV/NC,Charlotte,E,QCI 6,DL Throughput 10th Percentile,10876.09572
9/28/2020,VA/WV/NC,Charlotte,E,QCI 7,DL Throughput 10th Percentile,9046.079058
9/28/2020,VA/WV/NC,Charlotte,E,QCI 8,DL Throughput 10th Percentile,8151.226145
9/28/2020,VA/WV/NC,Charlotte,E,QCI 9,DL Throughput 10th Percentile,7307.300054
9/28/2020,VA/WV/NC,Greensboro,E,QCI 6+7+8+9,DL Throughput 10th Percentile,5891.29306
9/28/2020,VA/WV/NC,Greensboro,E,QCI 6,DL Throughput 10th Percentile,9047.498796
9/28/2020,VA/WV/NC,Greensboro,E,QCI 7,DL Throughput 10th Percentile,5686.130863
9/28/2020,VA/WV/NC,Greensboro,E,QCI 8,DL Throughput 10th Percentile,5993.427307
9/28/2020,VA/WV/NC,Greensboro,E,QCI 9,DL Throughput 10th Percentile,5438.343337
9/28/2020,VA/WV/NC,Raleigh,E,QCI 6+7+8+9,DL Throughput 10th Percentile,4659.461443
9/28/2020,VA/WV/NC,Raleigh,E,QCI 6,DL Throughput 10th Percentile,6490.134822
9/28/2020,VA/WV/NC,Raleigh,E,QCI 7,DL Throughput 10th Percentile,5560.580735
9/28/2020,VA/WV/NC,Raleigh,E,QCI 8,DL Throughput 10th Percentile,5057.406423
9/28/2020,VA/WV/NC,Raleigh,E,QCI 9,DL Throughput 10th Percentile,3624.137075
9/28/2020,VA/WV/NC,Virginia,E,QCI 6+7+8+9,DL Throughput 10th Percentile,7501.636191
9/28/2020,VA/WV/NC,Virginia,E,QCI 6,DL Throughput 10th Percentile,9353.78332
9/28/2020,VA/WV/NC,Virginia,E,QCI 7,DL Throughput 10th Percentile,7521.832659
9/28/2020,VA/WV/NC,Virginia,E,QCI 8,DL Throughput 10th Percentile,7396.450273
9/28/2020,VA/WV/NC,Virginia,E,QCI 9,DL Throughput 10th Percentile,6857.59292
9/28/2020,VA/WV/NC,West Virginia,E,QCI 6+7+8+9,DL Throughput 10th Percentile,2768.142965
9/28/2020,VA/WV/NC,West Virginia,E,QCI 6,DL Throughput 10th Percentile,5367.829802
9/28/2020,VA/WV/NC,West Virginia,E,QCI 7,DL Throughput 10th Percentile,3178.284253
9/28/2020,VA/WV/NC,West Virginia,E,QCI 8,DL Throughput 10th Percentile,2493.59116
9/28/2020,VA/WV/NC,West Virginia,E,QCI 9,DL Throughput 10th Percentile,2762.695784
9/28/2020,Washington DC-Baltimore,Maryland,N,QCI 6+7+8+9,DL Throughput 10th Percentile,4088.993953
9/28/2020,Washington DC-Baltimore,Maryland,N,QCI 6,DL Throughput 10th Percentile,5544.478296
9/28/2020,Washington DC-Baltimore,Maryland,N,QCI 7,DL Throughput 10th Percentile,4591.617896
9/28/2020,Washington DC-Baltimore,Maryland,N,QCI 8,DL Throughput 10th Percentile,3977.234567
9/28/2020,Washington DC-Baltimore,Maryland,N,QCI 9,DL Throughput 10th Percentile,3860.264542
9/28/2020,Washington DC-Baltimore,Washington DC,N,QCI 6+7+8+9,DL Throughput 10th Percentile,5371.870433
9/28/2020,Washington DC-Baltimore,Washington DC,N,QCI 6,DL Throughput 10th Percentile,7589.631388
9/28/2020,Washington DC-Baltimore,Washington DC,N,QCI 7,DL Throughput 10th Percentile,6128.899842
9/28/2020,Washington DC-Baltimore,Washington DC,N,QCI 8,DL Throughput 10th Percentile,5392.056449
9/28/2020,Washington DC-Baltimore,Washington DC,N,QCI 9,DL Throughput 10th Percentile,4973.269513
9/27/2020,Arizona/New Mexico,ALL,N,QCI 6+7+8+9,DL Throughput 10th Percentile,5410.596474
9/27/2020,Arizona/New Mexico,ALL,N,QCI 6,DL Throughput 10th Percentile,6830.215649
9/27/2020,Arizona/New Mexico,ALL,N,QCI 7,DL Throughput 10th Percentile,6661.305623
9/27/2020,Arizona/New Mexico,ALL,N,QCI 8,DL Throughput 10th Percentile,5652.369795
9/27/2020,Arizona/New Mexico,ALL,N,QCI 9,DL Throughput 10th Percentile,4861.343412
9/27/2020,Arkansas/Oklahoma,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,3673.105062
9/27/2020,Arkansas/Oklahoma,ALL,E,QCI 6,DL Throughput 10th Percentile,6979.337133
9/27/2020,Arkansas/Oklahoma,ALL,E,QCI 7,DL Throughput 10th Percentile,4454.266578
9/27/2020,Arkansas/Oklahoma,ALL,E,QCI 8,DL Throughput 10th Percentile,3700.435903
9/27/2020,Arkansas/Oklahoma,ALL,E,QCI 9,DL Throughput 10th Percentile,3327.167049
9/27/2020,E. PA/S. NJ/DE,ALL,N,QCI 6+7+8+9,DL Throughput 10th Percentile,5162.271165
9/27/2020,E. PA/S. NJ/DE,ALL,N,QCI 6,DL Throughput 10th Percentile,7584.908412
9/27/2020,E. PA/S. NJ/DE,ALL,N,QCI 7,DL Throughput 10th Percentile,5912.006478
9/27/2020,E. PA/S. NJ/DE,ALL,N,QCI 8,DL Throughput 10th Percentile,5173.706018
9/27/2020,E. PA/S. NJ/DE,ALL,N,QCI 9,DL Throughput 10th Percentile,4791.078689
9/27/2020,Florida,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,4537.816542
9/27/2020,Florida,ALL,E,QCI 6,DL Throughput 10th Percentile,7950.669778
9/27/2020,Florida,ALL,E,QCI 7,DL Throughput 10th Percentile,5581.30446
9/27/2020,Florida,ALL,E,QCI 8,DL Throughput 10th Percentile,4536.216587
9/27/2020,Florida,ALL,E,QCI 9,DL Throughput 10th Percentile,3989.47309
9/27/2020,Georgia/South Carolina,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,5174.657082
9/27/2020,Georgia/South Carolina,ALL,E,QCI 6,DL Throughput 10th Percentile,7580.029413
9/27/2020,Georgia/South Carolina,ALL,E,QCI 7,DL Throughput 10th Percentile,5986.555351
9/27/2020,Georgia/South Carolina,ALL,E,QCI 8,DL Throughput 10th Percentile,5198.771232
9/27/2020,Georgia/South Carolina,ALL,E,QCI 9,DL Throughput 10th Percentile,4505.735151
9/27/2020,Greater Midwest,ALL,N,QCI 6+7+8+9,DL Throughput 10th Percentile,3727.723268
9/27/2020,Greater Midwest,ALL,N,QCI 6,DL Throughput 10th Percentile,5607.677253
9/27/2020,Greater Midwest,ALL,N,QCI 7,DL Throughput 10th Percentile,4636.742001
9/27/2020,Greater Midwest,ALL,N,QCI 8,DL Throughput 10th Percentile,3742.495683
9/27/2020,Greater Midwest,ALL,N,QCI 9,DL Throughput 10th Percentile,3401.793279
9/27/2020,Gulf States,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,2848.924169
9/27/2020,Gulf States,ALL,E,QCI 6,DL Throughput 10th Percentile,5366.486561
9/27/2020,Gulf States,ALL,E,QCI 7,DL Throughput 10th Percentile,3024.803446
9/27/2020,Gulf States,ALL,E,QCI 8,DL Throughput 10th Percentile,2786.703827
9/27/2020,Gulf States,ALL,E,QCI 9,DL Throughput 10th Percentile,2541.28711
9/27/2020,Hawaii,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,3704.333755
9/27/2020,Hawaii,ALL,E,QCI 6,DL Throughput 10th Percentile,6615.008985
9/27/2020,Hawaii,ALL,E,QCI 7,DL Throughput 10th Percentile,4445.213234
9/27/2020,Hawaii,ALL,E,QCI 8,DL Throughput 10th Percentile,3680.983135
9/27/2020,Hawaii,ALL,E,QCI 9,DL Throughput 10th Percentile,3310.723347
9/27/2020,Illinois/Wisconsin,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,5461.120582
9/27/2020,Illinois/Wisconsin,ALL,E,QCI 6,DL Throughput 10th Percentile,8550.100335
9/27/2020,Illinois/Wisconsin,ALL,E,QCI 7,DL Throughput 10th Percentile,6535.062267
9/27/2020,Illinois/Wisconsin,ALL,E,QCI 8,DL Throughput 10th Percentile,5372.767674
9/27/2020,Illinois/Wisconsin,ALL,E,QCI 9,DL Throughput 10th Percentile,4899.458144
9/27/2020,Los Angeles,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,4562.881537
9/27/2020,Los Angeles,ALL,E,QCI 6,DL Throughput 10th Percentile,8226.192854
9/27/2020,Los Angeles,ALL,E,QCI 7,DL Throughput 10th Percentile,5817.236192
9/27/2020,Los Angeles,ALL,E,QCI 8,DL Throughput 10th Percentile,4469.894443
9/27/2020,Los Angeles,ALL,E,QCI 9,DL Throughput 10th Percentile,3957.016184
9/27/2020,Michigan/Indiana,ALL,N,QCI 6+7+8+9,DL Throughput 10th Percentile,4297.308522
9/27/2020,Michigan/Indiana,ALL,N,QCI 6,DL Throughput 10th Percentile,6070.081825
9/27/2020,Michigan/Indiana,ALL,N,QCI 7,DL Throughput 10th Percentile,4941.816139
9/27/2020,Michigan/Indiana,ALL,N,QCI 8,DL Throughput 10th Percentile,4331.243453
9/27/2020,Michigan/Indiana,ALL,N,QCI 9,DL Throughput 10th Percentile,3820.36828
9/27/2020,NY/NNJ,ALL,N,QCI 6+7+8+9,DL Throughput 10th Percentile,5274.267263
9/27/2020,NY/NNJ,ALL,N,QCI 6,DL Throughput 10th Percentile,7918.272479
9/27/2020,NY/NNJ,ALL,N,QCI 7,DL Throughput 10th Percentile,5805.999882
9/27/2020,NY/NNJ,ALL,N,QCI 8,DL Throughput 10th Percentile,5126.598977
9/27/2020,NY/NNJ,ALL,N,QCI 9,DL Throughput 10th Percentile,4896.718686
9/27/2020,New England,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,5219.414236
9/27/2020,New England,ALL,E,QCI 6,DL Throughput 10th Percentile,7368.151111
9/27/2020,New England,ALL,E,QCI 7,DL Throughput 10th Percentile,5772.569754
9/27/2020,New England,ALL,E,QCI 8,DL Throughput 10th Percentile,5005.881304
9/27/2020,New England,ALL,E,QCI 9,DL Throughput 10th Percentile,5035.109193
9/27/2020,North Texas,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,3026.7563
9/27/2020,North Texas,ALL,E,QCI 6,DL Throughput 10th Percentile,6409.118023
9/27/2020,North Texas,ALL,E,QCI 7,DL Throughput 10th Percentile,4125.137278
9/27/2020,North Texas,ALL,E,QCI 8,DL Throughput 10th Percentile,3190.249232
9/27/2020,North Texas,ALL,E,QCI 9,DL Throughput 10th Percentile,2588.690772
9/27/2020,Northern California,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,3178.2475
9/27/2020,Northern California,ALL,E,QCI 6,DL Throughput 10th Percentile,7923.864336
9/27/2020,Northern California,ALL,E,QCI 7,DL Throughput 10th Percentile,4418.671569
9/27/2020,Northern California,ALL,E,QCI 8,DL Throughput 10th Percentile,3368.098649
9/27/2020,Northern California,ALL,E,QCI 9,DL Throughput 10th Percentile,2484.419512
9/27/2020,Northern Plains,ALL,N,QCI 6+7+8+9,DL Throughput 10th Percentile,4679.131636
9/27/2020,Northern Plains,ALL,N,QCI 6,DL Throughput 10th Percentile,5617.560568
9/27/2020,Northern Plains,ALL,N,QCI 7,DL Throughput 10th Percentile,5331.845971
9/27/2020,Northern Plains,ALL,N,QCI 8,DL Throughput 10th Percentile,4712.745566
9/27/2020,Northern Plains,ALL,N,QCI 9,DL Throughput 10th Percentile,4216.846956
9/27/2020,Ohio/Western Pennsylvania,ALL,N,QCI 6+7+8+9,DL Throughput 10th Percentile,5450.221598
9/27/2020,Ohio/Western Pennsylvania,ALL,N,QCI 6,DL Throughput 10th Percentile,7660.550619
9/27/2020,Ohio/Western Pennsylvania,ALL,N,QCI 7,DL Throughput 10th Percentile,6022.616109
9/27/2020,Ohio/Western Pennsylvania,ALL,N,QCI 8,DL Throughput 10th Percentile,5457.093967
9/27/2020,Ohio/Western Pennsylvania,ALL,N,QCI 9,DL Throughput 10th Percentile,4994.793457
9/27/2020,Pacific Northwest,ALL,N,QCI 6+7+8+9,DL Throughput 10th Percentile,4370.121749
9/27/2020,Pacific Northwest,ALL,N,QCI 6,DL Throughput 10th Percentile,6250.438639
9/27/2020,Pacific Northwest,ALL,N,QCI 7,DL Throughput 10th Percentile,5410.982834
9/27/2020,Pacific Northwest,ALL,N,QCI 8,DL Throughput 10th Percentile,4551.22455
9/27/2020,Pacific Northwest,ALL,N,QCI 9,DL Throughput 10th Percentile,3678.768367
9/27/2020,Puerto Rico,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,3194.421703
9/27/2020,Puerto Rico,ALL,E,QCI 6,DL Throughput 10th Percentile,6823.150834
9/27/2020,Puerto Rico,ALL,E,QCI 7,DL Throughput 10th Percentile,4090.126165
9/27/2020,Puerto Rico,ALL,E,QCI 8,DL Throughput 10th Percentile,3087.812999
9/27/2020,Puerto Rico,ALL,E,QCI 9,DL Throughput 10th Percentile,3091.049849
9/27/2020,Rocky Mountain Region,ALL,N,QCI 6+7+8+9,DL Throughput 10th Percentile,4748.619619
9/27/2020,Rocky Mountain Region,ALL,N,QCI 6,DL Throughput 10th Percentile,6379.708378
9/27/2020,Rocky Mountain Region,ALL,N,QCI 7,DL Throughput 10th Percentile,5818.431369
9/27/2020,Rocky Mountain Region,ALL,N,QCI 8,DL Throughput 10th Percentile,4853.227719
9/27/2020,Rocky Mountain Region,ALL,N,QCI 9,DL Throughput 10th Percentile,4295.4054
9/27/2020,San Diego/Las Vegas,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,5297.731588
9/27/2020,San Diego/Las Vegas,ALL,E,QCI 6,DL Throughput 10th Percentile,8085.450759
9/27/2020,San Diego/Las Vegas,ALL,E,QCI 7,DL Throughput 10th Percentile,6613.743445
9/27/2020,San Diego/Las Vegas,ALL,E,QCI 8,DL Throughput 10th Percentile,5280.814991
9/27/2020,San Diego/Las Vegas,ALL,E,QCI 9,DL Throughput 10th Percentile,4764.585397
9/27/2020,South Texas,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,3225.752118
9/27/2020,South Texas,ALL,E,QCI 6,DL Throughput 10th Percentile,8275.716495
9/27/2020,South Texas,ALL,E,QCI 7,DL Throughput 10th Percentile,4684.763668
9/27/2020,South Texas,ALL,E,QCI 8,DL Throughput 10th Percentile,3490.05416
9/27/2020,South Texas,ALL,E,QCI 9,DL Throughput 10th Percentile,2524.712952
9/27/2020,Tennessee/Kentucky,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,4001.044945
9/27/2020,Tennessee/Kentucky,ALL,E,QCI 6,DL Throughput 10th Percentile,7590.446138
9/27/2020,Tennessee/Kentucky,ALL,E,QCI 7,DL Throughput 10th Percentile,4674.240648
9/27/2020,Tennessee/Kentucky,ALL,E,QCI 8,DL Throughput 10th Percentile,3988.91571
9/27/2020,Tennessee/Kentucky,ALL,E,QCI 9,DL Throughput 10th Percentile,3458.444912
9/27/2020,VA/WV/NC,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,5519.984789
9/27/2020,VA/WV/NC,ALL,E,QCI 6,DL Throughput 10th Percentile,7373.084891
9/27/2020,VA/WV/NC,ALL,E,QCI 7,DL Throughput 10th Percentile,6246.567249
9/27/2020,VA/WV/NC,ALL,E,QCI 8,DL Throughput 10th Percentile,5562.218655
9/27/2020,VA/WV/NC,ALL,E,QCI 9,DL Throughput 10th Percentile,4862.690195
9/27/2020,Washington DC-Baltimore,ALL,N,QCI 6+7+8+9,DL Throughput 10th Percentile,4346.657451
9/27/2020,Washington DC-Baltimore,ALL,N,QCI 6,DL Throughput 10th Percentile,6246.633097
9/27/2020,Washington DC-Baltimore,ALL,N,QCI 7,DL Throughput 10th Percentile,4986.957957
9/27/2020,Washington DC-Baltimore,ALL,N,QCI 8,DL Throughput 10th Percentile,4316.37607
9/27/2020,Washington DC-Baltimore,ALL,N,QCI 9,DL Throughput 10th Percentile,3996.679256
9/28/2020,Arizona/New Mexico,ALL,N,QCI 6+7+8+9,DL Throughput 10th Percentile,5521.350199
9/28/2020,Arizona/New Mexico,ALL,N,QCI 6,DL Throughput 10th Percentile,6976.609197
9/28/2020,Arizona/New Mexico,ALL,N,QCI 7,DL Throughput 10th Percentile,6731.290544
9/28/2020,Arizona/New Mexico,ALL,N,QCI 8,DL Throughput 10th Percentile,5766.580514
9/28/2020,Arizona/New Mexico,ALL,N,QCI 9,DL Throughput 10th Percentile,5047.108166
9/28/2020,Arkansas/Oklahoma,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,3840.446715
9/28/2020,Arkansas/Oklahoma,ALL,E,QCI 6,DL Throughput 10th Percentile,7323.664243
9/28/2020,Arkansas/Oklahoma,ALL,E,QCI 7,DL Throughput 10th Percentile,4587.822574
9/28/2020,Arkansas/Oklahoma,ALL,E,QCI 8,DL Throughput 10th Percentile,3780.753712
9/28/2020,Arkansas/Oklahoma,ALL,E,QCI 9,DL Throughput 10th Percentile,3517.10646
9/28/2020,E. PA/S. NJ/DE,ALL,N,QCI 6+7+8+9,DL Throughput 10th Percentile,5263.189869
9/28/2020,E. PA/S. NJ/DE,ALL,N,QCI 6,DL Throughput 10th Percentile,7707.933655
9/28/2020,E. PA/S. NJ/DE,ALL,N,QCI 7,DL Throughput 10th Percentile,5874.101999
9/28/2020,E. PA/S. NJ/DE,ALL,N,QCI 8,DL Throughput 10th Percentile,5203.653289
9/28/2020,E. PA/S. NJ/DE,ALL,N,QCI 9,DL Throughput 10th Percentile,4936.330094
9/28/2020,Florida,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,4086.561644
9/28/2020,Florida,ALL,E,QCI 6,DL Throughput 10th Percentile,7363.345315
9/28/2020,Florida,ALL,E,QCI 7,DL Throughput 10th Percentile,4963.673425
9/28/2020,Florida,ALL,E,QCI 8,DL Throughput 10th Percentile,4008.33867
9/28/2020,Florida,ALL,E,QCI 9,DL Throughput 10th Percentile,3789.253714
9/28/2020,Georgia/South Carolina,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,5248.033553
9/28/2020,Georgia/South Carolina,ALL,E,QCI 6,DL Throughput 10th Percentile,7751.832108
9/28/2020,Georgia/South Carolina,ALL,E,QCI 7,DL Throughput 10th Percentile,5973.286192
9/28/2020,Georgia/South Carolina,ALL,E,QCI 8,DL Throughput 10th Percentile,5152.626324
9/28/2020,Georgia/South Carolina,ALL,E,QCI 9,DL Throughput 10th Percentile,4690.362316
9/28/2020,Greater Midwest,ALL,N,QCI 6+7+8+9,DL Throughput 10th Percentile,4135.725899
9/28/2020,Greater Midwest,ALL,N,QCI 6,DL Throughput 10th Percentile,5968.030769
9/28/2020,Greater Midwest,ALL,N,QCI 7,DL Throughput 10th Percentile,4975.334897
9/28/2020,Greater Midwest,ALL,N,QCI 8,DL Throughput 10th Percentile,4145.684358
9/28/2020,Greater Midwest,ALL,N,QCI 9,DL Throughput 10th Percentile,3826.548917
9/28/2020,Gulf States,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,2479.607844
9/28/2020,Gulf States,ALL,E,QCI 6,DL Throughput 10th Percentile,5066.103455
9/28/2020,Gulf States,ALL,E,QCI 7,DL Throughput 10th Percentile,2677.90502
9/28/2020,Gulf States,ALL,E,QCI 8,DL Throughput 10th Percentile,2392.562729
9/28/2020,Gulf States,ALL,E,QCI 9,DL Throughput 10th Percentile,2273.511841
9/28/2020,Hawaii,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,3546.658424
9/28/2020,Hawaii,ALL,E,QCI 6,DL Throughput 10th Percentile,5727.859497
9/28/2020,Hawaii,ALL,E,QCI 7,DL Throughput 10th Percentile,4433.122441
9/28/2020,Hawaii,ALL,E,QCI 8,DL Throughput 10th Percentile,3443.1431
9/28/2020,Hawaii,ALL,E,QCI 9,DL Throughput 10th Percentile,3306.472128
9/28/2020,Illinois/Wisconsin,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,5665.894711
9/28/2020,Illinois/Wisconsin,ALL,E,QCI 6,DL Throughput 10th Percentile,8857.654076
9/28/2020,Illinois/Wisconsin,ALL,E,QCI 7,DL Throughput 10th Percentile,6606.565508
9/28/2020,Illinois/Wisconsin,ALL,E,QCI 8,DL Throughput 10th Percentile,5579.504095
9/28/2020,Illinois/Wisconsin,ALL,E,QCI 9,DL Throughput 10th Percentile,5151.20369
9/28/2020,Los Angeles,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,4413.2258
9/28/2020,Los Angeles,ALL,E,QCI 6,DL Throughput 10th Percentile,7683.72057
9/28/2020,Los Angeles,ALL,E,QCI 7,DL Throughput 10th Percentile,5636.344995
9/28/2020,Los Angeles,ALL,E,QCI 8,DL Throughput 10th Percentile,4337.637909
9/28/2020,Los Angeles,ALL,E,QCI 9,DL Throughput 10th Percentile,3975.964597
9/28/2020,Michigan/Indiana,ALL,N,QCI 6+7+8+9,DL Throughput 10th Percentile,4304.546843
9/28/2020,Michigan/Indiana,ALL,N,QCI 6,DL Throughput 10th Percentile,6085.303543
9/28/2020,Michigan/Indiana,ALL,N,QCI 7,DL Throughput 10th Percentile,4929.494104
9/28/2020,Michigan/Indiana,ALL,N,QCI 8,DL Throughput 10th Percentile,4320.753011
9/28/2020,Michigan/Indiana,ALL,N,QCI 9,DL Throughput 10th Percentile,3760.911566
9/28/2020,NY/NNJ,ALL,N,QCI 6+7+8+9,DL Throughput 10th Percentile,5386.637752
9/28/2020,NY/NNJ,ALL,N,QCI 6,DL Throughput 10th Percentile,7490.712425
9/28/2020,NY/NNJ,ALL,N,QCI 7,DL Throughput 10th Percentile,5901.075366
9/28/2020,NY/NNJ,ALL,N,QCI 8,DL Throughput 10th Percentile,5270.793984
9/28/2020,NY/NNJ,ALL,N,QCI 9,DL Throughput 10th Percentile,5041.887894
9/28/2020,New England,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,5126.759812
9/28/2020,New England,ALL,E,QCI 6,DL Throughput 10th Percentile,7219.352308
9/28/2020,New England,ALL,E,QCI 7,DL Throughput 10th Percentile,5647.10777
9/28/2020,New England,ALL,E,QCI 8,DL Throughput 10th Percentile,4906.342313
9/28/2020,New England,ALL,E,QCI 9,DL Throughput 10th Percentile,4910.324953
9/28/2020,North Texas,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,3027.220059
9/28/2020,North Texas,ALL,E,QCI 6,DL Throughput 10th Percentile,6364.163332
9/28/2020,North Texas,ALL,E,QCI 7,DL Throughput 10th Percentile,3909.744276
9/28/2020,North Texas,ALL,E,QCI 8,DL Throughput 10th Percentile,3081.957864
9/28/2020,North Texas,ALL,E,QCI 9,DL Throughput 10th Percentile,2667.935239
9/28/2020,Northern California,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,3209.42505
9/28/2020,Northern California,ALL,E,QCI 6,DL Throughput 10th Percentile,7761.763474
9/28/2020,Northern California,ALL,E,QCI 7,DL Throughput 10th Percentile,4414.137396
9/28/2020,Northern California,ALL,E,QCI 8,DL Throughput 10th Percentile,3365.152295
9/28/2020,Northern California,ALL,E,QCI 9,DL Throughput 10th Percentile,2542.113417
9/28/2020,Northern Plains,ALL,N,QCI 6+7+8+9,DL Throughput 10th Percentile,5123.266132
9/28/2020,Northern Plains,ALL,N,QCI 6,DL Throughput 10th Percentile,6095.895307
9/28/2020,Northern Plains,ALL,N,QCI 7,DL Throughput 10th Percentile,5639.205403
9/28/2020,Northern Plains,ALL,N,QCI 8,DL Throughput 10th Percentile,5070.628983
9/28/2020,Northern Plains,ALL,N,QCI 9,DL Throughput 10th Percentile,4609.696991
9/28/2020,Ohio/Western Pennsylvania,ALL,N,QCI 6+7+8+9,DL Throughput 10th Percentile,5127.890032
9/28/2020,Ohio/Western Pennsylvania,ALL,N,QCI 6,DL Throughput 10th Percentile,7401.353203
9/28/2020,Ohio/Western Pennsylvania,ALL,N,QCI 7,DL Throughput 10th Percentile,5762.542998
9/28/2020,Ohio/Western Pennsylvania,ALL,N,QCI 8,DL Throughput 10th Percentile,5174.249931
9/28/2020,Ohio/Western Pennsylvania,ALL,N,QCI 9,DL Throughput 10th Percentile,4683.528431
9/28/2020,Pacific Northwest,ALL,N,QCI 6+7+8+9,DL Throughput 10th Percentile,4561.904731
9/28/2020,Pacific Northwest,ALL,N,QCI 6,DL Throughput 10th Percentile,6536.563151
9/28/2020,Pacific Northwest,ALL,N,QCI 7,DL Throughput 10th Percentile,5554.731735
9/28/2020,Pacific Northwest,ALL,N,QCI 8,DL Throughput 10th Percentile,4707.016504
9/28/2020,Pacific Northwest,ALL,N,QCI 9,DL Throughput 10th Percentile,3878.845597
9/28/2020,Puerto Rico,ALL,E,QCI 6+7+8+9,DL Throughput 10th Percentile,3057.306984
9/28/2020,Puerto Rico,ALL,E,QCI 6,DL Throughput 10th Percentile,6457.08223
9/28/2020,Puerto Rico,ALL,E,QCI 7,DL Throughput 10th Percentile,3978.470035
9/28/2020,Puerto Rico,ALL,E,QCI 8,DL Throughput 10th Percentile,2887.30831
